Assembly Accession	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_001599095.1	Hyphopichia homilentoma	12176763	Scaffold	2016-03-01	BCGB01	708264	1810771
GCA_003856775.1	Hyphopichia pseudoburtonii	15547333	Complete Genome	2018-12-03		2047225	2047225
GCA_003708185.2	Hyphopichia rhagii	12446553	Scaffold	2018-11-20	PPNO02	529608	685568
GCA_022814315.1	Hypocenomyce scalaris	31917170	Scaffold	2022-04-04	JALDZC01	33616	33925
GCA_000988845.1	Hypochthonius rufulus	172365132	Scaffold	2015-05-06	LBFL01	3126	4212
GCA_000731825.1	Hypocrella siamensis	28856456	Contig	2014-07-18	JMQE01	27770	
GCA_013400635.1	Hypocryptadius cinnamomeus	854293167	Scaffold	2020-07-10	VYZP01	23460	39504
GCA_018107765.1	Hypogeococcus pungens	238234246	Scaffold	2021-04-20	JAAOIU01	1723	1888
GCA_008963455.1	Hypolimnas misippus	408793762	Scaffold	2019-10-10	SGBE01	135179	1011763
GCA_018346875.1	Hypomesus nipponensis	34375595	Contig	2021-05-12	JADPVJ01	2124	
GCF_021917145.1	Hypomesus transpacificus	437273953	Chromosome	2022-02-04	JAJTOO01	412669	14850352
GCA_021870715.1	Hypomesus transpacificus	471985164	Chromosome	2022-02-04	JAJTCG01	347532	12200365
GCA_021917145.1	Hypomesus transpacificus	437273953	Chromosome	2022-02-04	JAJTOO01	412669	14850352
GCA_902825475.1	Hypomontagnella monticulosa	42321440	Contig	2020-06-05	CADEBF01	5056634	
GCA_022385585.1	Hypomontagnella monticulosa	42439719	Scaffold	2022-02-22	JAJHGM01	668534	743793
GCA_902806465.1	Hypomontagnella monticulosa	42889121	Contig	2020-04-25	CADCWR01	3439634	
GCA_022984865.1	Hypomontagnella submonticulosa	40046532	Contig	2022-04-14	JAJKLF01	917976	
GCA_902806495.1	Hypomontagnella submonticulosa	41374079	Contig	2020-04-25	CADCWV01	657615	
GCA_008477525.1	Hypomyces perniciosus	44006492	Contig	2019-09-17	SPDT01	5099276	
GCA_011799845.1	Hypomyces rosellus	38475127	Contig	2020-03-31	WWCI01	4995562	
GCA_022817975.1	Hypophthalmichthys molitrix	825236645	Chromosome	2022-04-06	JYNT01	21629	10827232
GCA_004764525.1	Hypophthalmichthys molitrix	1104676189	Scaffold	2019-04-09	LOHV01	2130	314181
GCA_019925145.1	Hypophthalmichthys nobilis	857045951	Chromosome	2021-09-14	JACTVH01	23572016	33747976
GCA_004193235.1	Hypophthalmichthys nobilis	1012063666	Scaffold	2019-02-12	LOHW01	4840	83012
GCA_018237165.1	Hypophylla argenissa	494325353	Contig	2021-05-03	DWUI01	490	
GCA_900610375.1	Hypoplectrus puella	612290098	Scaffold	2018-12-12	UXGA01	22581	24210077
GCF_003589595.1	Hyposmocoma kahamanoa	731440758	Scaffold	2018-09-21	QZCQ01	58944	13520097
GCA_003589595.1	Hyposmocoma kahamanoa	731440758	Scaffold	2018-09-21	QZCQ01	58944	13520097
GCA_002003005.1	Hypotaenidia okinawae	1114530436	Contig	2017-02-09	BDFH01	6245	
GCA_013372445.1	Hypothenemus hampei	162571498	Scaffold	2020-06-24	JABRWK01	36294	340248
GCA_001012855.1	Hypothenemus hampei	151272366	Scaffold	2015-05-22	LBGY01	1979	39211
GCA_022495175.1	Hypoxylon argillaceum	54444476	Scaffold	2022-02-28	JAJJXD01	132060	147091
GCA_022578845.1	Hypoxylon cercidicola	36615672	Scaffold	2022-03-03	JAJLYK01	393894	1300530
GCA_022578875.1	Hypoxylon crocopeplum	40730267	Scaffold	2022-03-03	JAJLYL01	493021	758131
GCF_022984875.1	Hypoxylon fragiforme	36400909	Contig	2022-04-14	JAJKLD01	3869588	
GCA_022984875.1	Hypoxylon fragiforme	36400909	Contig	2022-04-14	JAJKLD01	3869588	
GCA_902806515.1	Hypoxylon fragiforme	38166730	Contig	2020-04-25	CADCWU01	3581784	
GCA_022578945.1	Hypoxylon fuscum	39045003	Scaffold	2022-03-03	JAJLYN01	147855	191288
GCA_902806505.1	Hypoxylon lienhwacheense	35785595	Contig	2020-04-25	CADCWW01	1602745	
GCA_902806525.1	Hypoxylon pulicicidum	43538995	Contig	2020-05-07	CADCWX01	3746519	
GCA_002775035.1	Hypoxylon pulicicidum	39624111	Scaffold	2017-11-15	PDUJ01	447593	573056
GCA_023628375.1	Hypoxylon pulicicidum	40228568	Scaffold	2022-06-01	JAMAKS01	378397	414467
GCA_902806535.1	Hypoxylon rickii	41846710	Contig	2020-06-05	CADCWY01	3963481	
GCA_902806565.1	Hypoxylon rubiginosum	48274338	Contig	2020-05-07	CADCXA01	1165420	
GCA_022578595.1	Hypoxylon rubiginosum	42157771	Scaffold	2022-02-28	JAJKKX01	153718	212779
GCA_022578615.1	Hypoxylon rubiginosum	44157955	Scaffold	2022-02-28	JAJKKQ01	324397	438671
GCA_002120315.1	Hypoxylon sp. CI-4A	37704138	Scaffold	2017-05-11	MDGY01	156281	351206
GCA_002120305.1	Hypoxylon sp. CO27-5	46585682	Scaffold	2017-05-11	MDCL01	161142	184314
GCA_000931505.1	Hypoxylon sp. E7406B	39901278	Contig	2015-02-23	JYCQ01	337091	
GCA_002120335.1	Hypoxylon sp. EC38	47717833	Scaffold	2017-05-11	MDCK01	252996	986516
GCA_022578575.1	Hypoxylon sp. FL0543	38122018	Scaffold	2022-02-28	JAJKKS01	842286	1362539
GCA_022497025.1	Hypoxylon sp. FL0890	40410933	Scaffold	2022-02-28	JAJKKD01	719588	834990
GCA_022495205.1	Hypoxylon sp. FL1150	41563746	Scaffold	2022-02-28	JAJJXJ01	128297	210932
GCA_022432365.1	Hypoxylon sp. FL1284	37089996	Contig	2022-03-01	JAJJXE01	2321875	
GCA_022578955.1	Hypoxylon sp. FL1857	43394199	Scaffold	2022-03-03	JAJLRM01	520326	682580
GCA_022432515.1	Hypoxylon sp. NC0597	35918646	Contig	2022-03-01	JAJKLA01	662971	
GCA_022984935.1	Hypoxylon sp. NC1633	40120527	Contig	2022-04-14	JAJLYQ01	662074	
GCA_023628415.1	Hypoxylon sp. PDH2405	41536050	Scaffold	2022-06-01	JAMAKT01	304616	372686
GCA_022578975.1	Hypoxylon trugodes	39350407	Scaffold	2022-03-03	JAJLYM01	3288410	3593318
GCA_001579985.1	Hypsibius dujardini	182111830	Scaffold	2016-03-03	LRSR01	16752	17214
GCA_001455005.1	Hypsibius dujardini	252536194	Scaffold	2015-12-01	LMYF01	15542	15907
GCA_002082055.1	Hypsibius exemplaris	104154999	Scaffold	2017-04-07	MTYJ01	76809	342180
GCA_904813425.1	Hypsiprymnodon moschatus	2385849	Contig	2021-09-24	CAJGQX01	1218	
GCA_013433165.1	Hypsizygus marmoreus	43685284	Chromosome	2020-07-23	JABWDO01	2580783	4102088
GCA_001605315.2	Hypsizygus marmoreus	42710661	Scaffold	2018-07-25	LUEZ02	621345	764801
GCA_001661215.1	Hypsizygus marmoreus	59384214	Scaffold	2016-05-11	BDDV01	16644	18726
GCA_023718595.1	Hypsizygus marmoreus	43494730	Contig	2022-06-14	QFRD01	2136736	
GCA_018851835.1	Hypsizygus ulmarius	40139307	Scaffold	2021-06-11	JABCKG01	10236	14585
GCA_937001555.1	Hypsopygia costalis	816855177	Chromosome	2022-05-03	CAKZJR01	20574895	28834930
GCA_937001695.1	Hypsopygia costalis	799272363	Contig	2022-05-01	CAKZJU01	1320289	
GCA_015178975.1	Hysterangium stoloniferum	111842964	Contig	2020-11-02	WHVD01	556068	
GCA_000467715.1	Hysterium pulicare CBS 123377	38249691	Contig	2013-09-16	AJFK01	89746	
GCA_016801275.1	Hystrix brachyura	2257332368	Scaffold	2021-02-02	QZML01	29439	2980431
GCA_004026905.1	Hystrix cristata	2470917678	Scaffold	2019-01-16	PVJO01	57102	64768
GCA_900406375.1	Iberis amara	361245353	Scaffold	2019-06-15	OVAV01	2827	3351
GCA_900406425.1	Iberis pinnata	686283031	Scaffold	2019-06-19	OVBE01	10296	11126
GCA_013398815.1	Ibidorhyncha struthersii	1198770542	Scaffold	2020-07-10	VZSZ01	64861	514623
GCA_917499995.1	Ichneumon xanthorius	314972371	Chromosome	2021-10-15	CAKJTD01	4079616	20145675
GCA_917498535.1	Ichneumon xanthorius	275391298	Contig	2021-10-15	CAKJTB01	213492	
GCA_002751075.1	Ichthyophonus hoferi	88079120	Scaffold	2017-11-05	NAOQ01	13061	106768
GCF_000220395.1	Ichthyophthirius multifiliis	48799969	Scaffold	2011-07-18	AEDN01	54990	64045
GCA_000220395.1	Ichthyophthirius multifiliis	48799969	Scaffold	2011-07-18	AEDN01	54990	64045
GCA_002811675.1	Ichthyosporea sp. XGB-2017a	36599110	Scaffold	2017-12-05	PDIM01	10119	113639
GCA_022814295.1	Icmadophila ericetorum	36913724	Scaffold	2022-04-04	JALDZD01	78300	81546
GCA_023375685.2	Ictalurus furcatus	825459183	Chromosome	2022-06-02	JAMCCP01	16772172	30432001
GCA_023701845.2	Ictalurus furcatus	841847878	Chromosome	2022-06-10	JAJOLW01	8585408	28244497
GCF_001660625.2	Ictalurus punctatus	821751792	Chromosome	2019-01-25	LBML01	81424	7898905
GCA_001660625.2	Ictalurus punctatus	821751792	Chromosome	2019-01-25	LBML01	81424	7898905
GCA_004006655.3	Ictalurus punctatus	1036985268	Chromosome	2019-01-25	PKUT01	1694657	26315040
GCF_016881025.1	Ictidomys tridecemlineatus	2478949113	Chromosome	2021-02-17	JAESOR01	44127	193221680
GCF_000236235.1	Ictidomys tridecemlineatus	2478393770	Scaffold	2011-11-29	AGTP01	44137	8192786
GCA_000181315.1	Ictidomys tridecemlineatus	1913367893	Contig	2006-06-06	AAQQ01	2749	
GCA_000236235.1	Ictidomys tridecemlineatus	2478393770	Scaffold	2011-11-29	AGTP01	44137	8192786
GCA_004006685.1	Ictidomys tridecemlineatus	2478641729	Scaffold	2019-01-09	PTPW01	44127	22643357
GCA_016881025.1	Ictidomys tridecemlineatus	2478949113	Chromosome	2021-02-17	JAESOR01	44127	193221680
GCA_907269075.1	Idaea aversata	436713420	Chromosome	2021-05-19		14903667	15151489
GCA_907269045.1	Idaea aversata	433907406	Contig	2021-05-19	CAJSLZ01	2629754	
GCA_023373965.1	Idotea baltica	1538255212	Scaffold	2022-05-16	JAACYD01	6144	7966
GCA_022817325.1	Idris sp. 1 HC-2018	218136885	Scaffold	2022-04-05	JABFPM01	9876	10239
GCA_013398055.1	Ifrita kowaldi	1041499962	Scaffold	2020-07-10	VZRS01	103033	424487
GCA_011009095.1	Ignelater luminosus	842898625	Scaffold	2020-02-25	VTPC01	31102	95789
GCA_023539305.1	Ilex asprella	804071636	Chromosome	2022-05-25	JAHQCQ01	22316	32528276
GCA_905181385.1	Ilex paraguariensis	1421152287	Scaffold	2021-01-28	CAJIXV01	22574	227172
GCA_013399915.1	Illadopsis cleaveri	1054200279	Scaffold	2020-07-10	VXBB01	45419	377149
GCA_020740775.1	Ilyonectria destructans	71715727	Contig	2021-11-04	JAHEWK01	3233198	
GCA_001913115.1	Ilyonectria destructans	60403714	Scaffold	2016-12-21	MPHF01	216554	278459
GCA_002991585.1	Ilyonectria mors-panacis	61489895	Contig	2018-03-09	PPHJ01	1010206	
GCF_021365365.1	Ilyonectria robusta	59648482	Contig	2022-01-05	JAJTIX01	1240368	
GCA_021365365.1	Ilyonectria robusta	59648482	Contig	2022-01-05	JAJTIX01	1240368	
GCA_020744155.1	Ilyonectria sp. MPI-CAGE-AT-0026	62828295	Contig	2021-11-04	JAGPNQ01	2311083	
GCA_022702515.1	Ilyophis sp. 1 JC-2022	1494882515	Chromosome	2022-03-28	JAKUDI01	3455548	121130272
GCA_022702525.1	Ilyophis sp. 2 JC-2022	1469146666	Chromosome	2022-03-28	JAKUDJ01	2769000	115311279
GCA_022702415.1	Ilyophis sp. JC_2022_1	1469146666	Chromosome	2022-03-28	JAKVIK01	2769000	115311279
GCA_015039435.1	Imleria badia	38390415	Scaffold	2020-10-27	WIUX01	45300	85316
GCA_021117315.1	Immersiporthe knoxdaviesiana	38801209	Complete Genome	2021-12-08		3955278	3955278
GCA_022086465.1	Immersiporthe knoxdaviesiana	39175968	Scaffold	2022-02-08	JAJNGR01	305769	339827
GCF_907164915.1	Impatiens glandulifera	653879104	Chromosome	2021-05-17	CAJRAH01	1916592	61894379
GCA_907164895.1	Impatiens glandulifera	421451920	Scaffold	2021-05-15	CAJRAG01	459265	460815
GCA_907164915.1	Impatiens glandulifera	653879104	Chromosome	2021-05-17	CAJRAH01	1916592	61894379
GCA_905337355.1	Imshaugia aleurites	35914147	Scaffold	2021-03-25	CAJPDT01	171064	226984
GCA_017655985.1	Incumbomyces delicatus	31596004	Contig	2021-04-01	JACJVS01	4869129	
GCA_017656005.1	Incumbomyces lentus	27125781	Contig	2021-04-01	JACJVT01	3707458	
GCA_013399975.1	Indicator maculatus	1127548528	Scaffold	2020-07-10	VXBD01	65219	462551
GCA_004363605.1	Indri indri	2701849413	Scaffold	2019-03-22	RJWJ01	26447	28620
GCA_015501065.1	Infundibulicybe gibba	65973163	Contig	2020-11-16	JADNYI01	176101	
GCA_900068925.1	Infundibulicybe gibba	73384637	Scaffold	2020-07-09	CEMI01	574	786
GCA_004363515.1	Inia geoffrensis	2596281358	Scaffold	2019-03-22	RJWO01	24570	26707
GCA_024712875.1	Inonotus hispidus	34017109	Chromosome	2022-08-25	JANBPQ01	2340722	2340722
GCA_023101745.1	Inonotus obliquus	38061412	Contig	2022-04-25	JAIHLT01	1971511	
GCA_024703775.1	Inonotus obliquus	34877281	Scaffold	2022-08-16	JACBXI01	5932	6493
GCA_015105475.1	Interochromis loocki	694364440	Scaffold	2020-10-29	VVCX01	8585	22433
GCA_015105395.1	Interochromis loocki	678029334	Scaffold	2020-10-29	VVDC01	8532	18026
GCA_001642005.1	Intoshia linei	41603068	Scaffold	2016-05-10	LWCA01	25991	26268
GCA_020002355.1	Intubia oerlemansii	26393612	Scaffold	2021-09-15	JAGKRZ01	52449	53995
GCA_933534255.1	Iphiclides podalirius	430729501	Chromosome	2022-05-03	CAKOGK01	5183580	15090856
GCA_018245495.1	Iphiclides podalirius	366845406	Contig	2021-05-03	DWRU01	2719	
GCA_002525835.2	Ipomoea batatas	837013208	Chromosome	2017-10-16	NXFB01	6504	41463214
GCA_900092185.1	Ipomoea batatas	13861310	Contig	2017-08-26	FLTB01	480	
GCF_001879475.1	Ipomoea nil	734803190	Scaffold	2016-09-01	BDFN01	1873359	2880368
GCA_001879475.1	Ipomoea nil	734803190	Scaffold	2016-09-01	BDFN01	1873359	2880368
GCA_009835305.1	Ipomoea purpurea	194325437	Scaffold	2020-01-09	VALG01	12551	15420
GCA_003576665.1	Ipomoea trifida	492375559	Chromosome	2018-09-19		74315	26165527
GCA_000978395.1	Ipomoea trifida	512990763	Scaffold	2015-04-07	BBOG01	8993	42586
GCA_000981105.1	Ipomoea trifida	712155424	Scaffold	2015-04-07	BBOH01	2635	36283
GCA_004706985.1	Ipomoea trifida	460934112	Chromosome	2019-04-12	SMMV01	59532	28859841
GCF_003576645.1	Ipomoea triloba	461827428	Chromosome	2018-09-19		74663	29809665
GCA_003576645.1	Ipomoea triloba	461827428	Chromosome	2018-09-19		74663	29809665
GCA_018691245.2	Ips nitidus	231406857	Chromosome	2022-06-07	JAGUCG02	16438241	16438241
GCA_016097725.1	Ips typographus	236816287	Contig	2020-12-16	JADDUH01	6654004	
GCA_013397155.1	Irena cyanogastra	1036547706	Scaffold	2020-07-10	VWZV01	128716	552862
GCA_001986395.2	Irpex lacteus	44362654	Contig	2017-07-10	MQVO02	1154715	
GCA_022606095.1	Irpex lacteus	47742868	Contig	2022-03-16	JABYQL01	476280	
GCA_022160335.1	Irpex rosettiformis	34571335	Scaffold	2022-02-09	JABYQD01	147749	858008
GCA_900406415.1	Isatis lusitanica	203919019	Scaffold	2019-06-15	OVBB01	4302	6068
GCA_010577795.1	Isatis tinctoria	293865481	Chromosome	2020-02-14	VHIU01	1176212	36165591
GCA_014595705.1	Isatis tinctoria	265628215	Scaffold	2020-09-15	JACEHB01	1175258	32664779
GCA_900406385.1	Isatis tinctoria	244177058	Scaffold	2019-06-15	OVBD01	2850	4168
GCF_921293095.1	Ischnura elegans	1722738530	Chromosome	2021-12-05	CAKLCU01	13055916	123641648
GCA_921293095.1	Ischnura elegans	1722738530	Chromosome	2021-12-05	CAKLCU01	13055916	123641648
GCA_921293115.1	Ischnura elegans	1602242354	Scaffold	2021-12-05	CAKLCV01	1144775	1144775
GCA_018136815.1	Isochrysis galbana	92733715	Chromosome	2021-04-26	JADDIW01	117000	6994209
GCA_011763485.1	Isoetes engelmannii	1100146012	Scaffold	2020-03-27	JAANSK01	92757	12696536
GCA_021234155.1	Isoetes taiwanensis	1658303964	Scaffold	2021-12-20	JAJEKV01	1127698	14866882
GCA_904811175.1	Isoodon auratus auratus	1499966	Contig	2021-01-28	CAJGJZ01	927	
GCA_904811225.1	Isoodon auratus auratus	1703165	Contig	2021-01-28	CAJGKK01	890	
GCA_904811015.1	Isoodon auratus barrowensis	1812545	Contig	2021-01-28	CAJGJO01	987	
GCA_904811005.1	Isoodon fusciventer	1533507	Contig	2021-09-24	CAJGJL01	894	
GCA_904812295.1	Isoodon fusciventer	1701300	Contig	2021-09-24	CAJGOD01	939	
GCA_904812875.1	Isoodon fusciventer	1681815	Contig	2021-09-24	CAJGPB01	923	
GCA_904812165.1	Isoodon macrourus	1641615	Contig	2021-09-24	CAJGNV01	901	
GCA_904812175.1	Isoodon macrourus	1701087	Contig	2021-09-24	CAJGNW01	922	
GCA_904811065.1	Isoodon macrourus macrourus	2115724	Contig	2021-01-28	CAJGJS01	1137	
GCA_904811945.1	Isoodon obesulus	1624035	Contig	2021-09-24	CAJGNC01	907	
GCA_904811955.1	Isoodon obesulus	1713740	Contig	2021-09-24	CAJGMZ01	916	
GCA_904811965.1	Isoodon obesulus	1799850	Contig	2021-09-24	CAJGNB01	989	
GCA_904811985.1	Isoodon obesulus	1731906	Contig	2021-09-24	CAJGNF01	955	
GCA_904812145.1	Isoodon obesulus	1735984	Contig	2021-09-24	CAJGNT01	957	
GCA_904812155.1	Isoodon obesulus	1776581	Contig	2021-09-24	CAJGNU01	991	
GCA_904813515.1	Isoodon obesulus	1992922	Contig	2021-09-24	CAJGRI01	1067	
GCA_904810965.1	Isoodon obesulus affinis	615147	Contig	2021-01-28	CAJGJF01	422	
GCA_904811785.1	Isoodon obesulus affinis	1770913	Contig	2021-01-28	CAJGMV01	957	
GCA_904811795.1	Isoodon obesulus affinis	1726579	Contig	2021-01-28	CAJGMY01	965	
GCA_904811825.1	Isoodon obesulus affinis	1682508	Contig	2021-01-28	CAJGMP01	939	
GCA_904811925.1	Isoodon obesulus affinis	1334376	Contig	2021-01-28	CAJGMX01	732	
GCA_904812185.1	Isoodon obesulus affinis	1515896	Contig	2021-01-28	CAJGNX01	871	
GCA_904812195.1	Isoodon obesulus affinis	1121101	Contig	2021-01-28	CAJGNY01	786	
GCA_904812205.1	Isoodon obesulus affinis	1673282	Contig	2021-01-28	CAJGOK01	918	
GCA_904812215.1	Isoodon obesulus affinis	1739694	Contig	2021-01-28	CAJGOC01	976	
GCA_904812255.1	Isoodon obesulus affinis	1766124	Contig	2021-01-28	CAJGOA01	996	
GCA_904812845.1	Isoodon obesulus affinis	1705129	Contig	2021-01-28	CAJGPA01	925	
GCA_904811845.1	Isoodon obesulus nauticus	1657949	Contig	2021-01-28	CAJGMS01	924	
GCA_904811885.1	Isoodon obesulus nauticus	1732928	Contig	2021-01-28	CAJGMO01	950	
GCA_904811805.1	Isoodon obesulus obesulus	1625068	Contig	2021-01-28	CAJGML01	916	
GCA_904811865.1	Isoodon obesulus obesulus	1503707	Contig	2021-01-28	CAJGMR01	817	
GCA_904811875.1	Isoodon obesulus obesulus	1505486	Contig	2021-01-28	CAJGMT01	818	
GCA_904811935.1	Isoodon obesulus obesulus	1735240	Contig	2021-01-28	CAJGNA01	940	
GCA_904812125.1	Isoodon obesulus obesulus	1803275	Contig	2021-01-28	CAJGNS01	996	
GCA_904812135.1	Isoodon obesulus obesulus	1729530	Contig	2021-01-28	CAJGNR01	948	
GCA_904813085.1	Isoodon obesulus obesulus	1974778	Contig	2021-01-28	CAJGPP01	1045	
GCA_904811835.1	Isoodon obesulus peninsulae	1711797	Contig	2021-01-28	CAJGMM01	951	
GCA_904811905.1	Isoodon obesulus peninsulae	1630561	Contig	2021-01-28	CAJGMK01	904	
GCA_904811915.1	Isoodon obesulus peninsulae	1494356	Contig	2021-01-28	CAJGMW01	872	
GCA_001676475.1	Isoperla grammatica	509522935	Contig	2016-06-24	LVVW01	457	
GCA_023807065.1	Isotricha intestinalis	88200589	Contig	2022-06-19	JAJJLU01	18392	
GCA_023806885.1	Isotricha intestinalis	82176925	Contig	2022-06-19	JAJJLG01	16361	
GCA_023807045.1	Isotricha intestinalis	88555309	Contig	2022-06-19	JAJJLT01	15136	
GCA_023807205.1	Isotricha prostoma	62855846	Contig	2022-06-20	JAJMZS01	31603	
GCA_023806925.1	Isotricha prostoma	51944249	Contig	2022-06-19	JAJJLI01	10765	
GCA_023806985.1	Isotricha prostoma	62440242	Contig	2022-06-19	JAJJLQ01	31198	
GCA_023806865.1	Isotricha sp. YL-2021a	55178379	Contig	2022-06-19	JAJJLH01	19418	
GCA_023807085.1	Isotricha sp. YL-2021a	49703676	Contig	2022-06-19	JAJMZL01	9790	
GCA_023805745.1	Isotricha sp. YL-2021b	63764354	Contig	2022-06-19	JAJJKW01	45655	
GCA_023805655.1	Isotricha sp. YL-2021b	61970170	Contig	2022-06-19	JAJJKU01	45025	
GCA_023805725.1	Isotricha sp. YL-2021b	60551345	Contig	2022-06-19	JAJJKV01	43661	
GCA_023805775.1	Isotricha sp. YL-2021b	61155982	Contig	2022-06-19	JAJJKX01	44373	
GCA_023806045.1	Isotricha sp. YL-2021b	59717647	Contig	2022-06-19	JAJJKY01	34699	
GCA_016859345.1	Istiophorus platypterus	614110775	Chromosome	2021-02-12	JADGDC01	11851605	26283175
GCA_013358835.2	Ixodes persulcatus	1899962506	Scaffold	2020-06-23	JABSTQ01	532020	532020
GCA_000973045.2	Ixodes ricinus	514506549	Scaffold	2016-08-24	JXMZ02	3059	3065
GCF_016920785.2	Ixodes scapularis	2226883318	Scaffold	2021-06-23	JADPSH02	1422263	132052651
GCF_000208615.1	Ixodes scapularis	1765382190	Scaffold	2008-04-18	ABJB01	2942	76228
GCF_002892825.2	Ixodes scapularis	2081329876	Contig	2018-09-28	PKSA02	835681	
GCA_000208615.1	Ixodes scapularis	1765382190	Scaffold	2008-04-18	ABJB01	2942	76228
GCA_002892825.2	Ixodes scapularis	2081329876	Contig	2018-09-28	PKSA02	835681	
GCA_016920785.2	Ixodes scapularis	2226883318	Scaffold	2021-06-23	JADPSH02	1422263	132052651
GCA_000697665.1	Jaapia argillacea MUCL 33604	45045899	Scaffold	2014-06-05	AYUL01	104492	1085034
GCA_013400555.1	Jacana jacana	1085086281	Scaffold	2020-07-10	VZTM01	31221	126631
GCA_014898725.1	Jacaranda copaia	616158746	Scaffold	2020-10-20	JACGDI01	36735	1019676
GCA_018894105.1	Jacaranda mimosifolia	707411631	Chromosome	2021-06-16	JADPMQ01	16771632	39984690
GCA_022578535.1	Jackrogersella minutella	35660783	Scaffold	2022-02-28	JAJKKJ01	121381	135565
GCA_902806575.1	Jackrogersella multiformis	38501162	Contig	2020-06-05	CADCXD01	4087316	
GCF_020740685.1	Jaculus jaculus	2863848715	Chromosome	2021-11-04	JAJGSA01	22104564	158244790
GCF_000280705.1	Jaculus jaculus	2835233679	Scaffold	2012-07-30	AKZC01	15675	22080993
GCA_000280705.1	Jaculus jaculus	2835233679	Scaffold	2012-07-30	AKZC01	15675	22080993
GCA_020740685.1	Jaculus jaculus	2863848715	Chromosome	2021-11-04	JAJGSA01	22104564	158244790
GCA_020740715.1	Jaculus jaculus	2595216862	Scaffold	2021-11-03	JAJGSB01	6605917	117185741
GCA_018252415.1	Jalmenus evagoras	345824248	Contig	2021-05-03	DWQD01	1485	
GCA_003996215.1	Jaltomata sinuosa	1443196791	Scaffold	2019-01-07	QJPP01	372489	397617
GCF_003144245.1	Jaminaea rosea	16615586	Scaffold	2018-05-21	MCHB01	655997	754703
GCA_003144245.1	Jaminaea rosea	16615586	Scaffold	2018-05-21	MCHB01	655997	754703
GCA_018223645.1	Jasminum sambac	505501947	Chromosome	2021-05-02		40025411	40025411
GCF_014843425.1	Jatropha curcas	266800151	Scaffold	2020-10-05	JACVEQ01	134284	1581322
GCF_000696525.1	Jatropha curcas	318363250	Scaffold	2014-06-02	AFEW01	27183	746835
GCA_000208675.2	Jatropha curcas	297660620	Scaffold	2013-04-08	BABX02	12173	15950
GCA_000696525.1	Jatropha curcas	318363250	Scaffold	2014-06-02	AFEW01	27183	746835
GCA_004143595.1	Jatropha curcas	265767167	Scaffold	2019-02-06	QFZG01	134284	169453
GCA_014843425.1	Jatropha curcas	266800151	Scaffold	2020-10-05	JACVEQ01	134284	1581322
GCA_018246635.1	Jemadia hospita hospita	217185421	Contig	2021-05-03	DWFL01	466	
GCA_018244755.1	Jemadia pseudognetus	339274523	Contig	2021-05-03	DWTO01	6243	
GCA_018246675.1	Jemadia scomber	233092640	Contig	2021-05-03	DWFM01	465	
GCA_018245575.1	Jemadia suekentonmiller	347280927	Contig	2021-05-03	DWDU01	5665	
GCA_018247555.1	Jera tricuspidata	258443783	Contig	2021-05-03	DWHD01	665	
GCA_018251235.1	Jera tricuspidata	164585168	Contig	2021-05-03	DWRF01	379	
GCA_003990745.1	Jimgerdemannia flammicorona	239574967	Contig	2018-12-31	RBNI01	11439	
GCA_003990765.1	Jimgerdemannia flammicorona	231316372	Contig	2019-01-02	RBNJ01	10860	
GCA_003951145.1	Jimgerdemannia lactiflua	179668311	Contig	2018-12-17	RQIL01	5625	
GCA_018245895.1	Jonaspyge jonas	349587101	Contig	2021-05-03	DWEF01	1411	
